1398.2,1000.5,871.62,1382,834.72,1549.7,5044.8,958.02,1236
1003.5,734.72,911.32,1052.7,697.79,1275.7,4951.3,847.69,1900.5
601.91,735.69,641.58,1210.8,550.68,886.47,2889.8,684.1,1868.3
313.48,529.15,558.85,828.89,471.5,420.9,2095.4,735.51,2100.5
479.79,427.79,760.31,1559.2,367.28,445.03,2518.7,513.17,3720.3
697.02,584.46,516.12,1471.6,290.43,543.07,2884,409.5,2261.8
637.69,844.22,371.2,1541.1,252.73,494.77,4505,435.71,3412.9
755.75,1896.3,313.21,2604.4,239.29,1034,3588.6,529.52,2618.5
789.9,3122,269.81,1820,208.35,1204.9,2097.1,1615.2,1111.6
473.26,2240.1,194.33,2015.1,198.32,1360.4,3043.8,1469.2,718.18
975.18,2560,156.72,1820,187.31,1096,3857.1,3229.2,925.35
1158.6,3517.9,187.1,1957.4,175.6,1090.5,4056.2,3522.3,956.96
574.94,3869.5,363.38,1958.8,211.22,930.98,3410.2,2672.4,1128.5
378.19,4186.1,552.34,1604.8,228.2,790.86,3747.3,2805.6,1111.5
563.57,3754.6,1038.7,2521.2,522.41,940.64,3944.6,2028.5,1485.7
567.25,2889.2,927.13,2974.8,756.28,2314.4,4312.7,2312.8,1916.3
568.39,3739.9,1296.4,3020,794.05,2041.1,4295.6,2470.1,2330.8
438.9,3308.9,1641.8,3206.2,761.73,2352.8,4288.3,2455.6,2831.1
465.61,3761.1,1380.5,2730.5,925.3,2288,4477.6,2290.4,2994.4
439.33,3307.5,1783.8,3044,1054.8,2107.7,4624.7,2400.8,2958.3
455.53,2771.2,1349.4,3111.6,1036.6,1898.5,4670.4,2113.7,2899.7
655.68,2165.7,2102.2,2789.4,932.7,1575,4685.2,1946.9,3122.8
635.24,1940,1197.2,3380.3,1325.9,1655.7,4618.8,1316,3505.3
695.44,1670,789.84,2751.4,2164.6,1438.6,4596.3,1315.6,3705.6
710.37,1720,604.36,2134.8,3838,1438.7,4586.8,1531.6,4358.3
718.44,1759.3,562.05,1821.4,2446.3,1436.3,4612.8,1281.2,2976.3
778.68,1791.6,570.66,1750.3,2067.9,1551.8,4664.7,1336.7,3540.1
780.11,1805.2,597.06,1770.7,2048.3,1529.4,4658,1228.8,3852.9
641.03,1818.7,627.02,1751,1666.2,1675.9,4639.4,1173.2,4259.1
643.58,1805.8,596.15,1767.7,1484.1,1662.7,4624.2,1178,4541.4
603.24,1789.4,630.54,1782.5,1581.3,1851,4609.8,1150.3,4694.6
568.75,1791.2,583.47,1783.6,1212.1,1818.1,4618.3,1167.1,4915.8
569.7,1774.9,606.77,1782.9,1001,1783.3,4615.6,1167.3,4984.1
582.87,1772.6,589.03,1787,951.2,1663.5,4626.2,1172.9,4788.3
581.71,1760.3,588.57,1797.9,1059.9,1726.5,4630.4,1181.5,4701.7
579.04,1759.9,579.97,1807.7,1021,1801.3,4626.9,1203.4,4979.1
591.9,1757.8,568.93,1817.6,930.63,1766.7,4626.4,1217.5,5060.5
609.2,1767,597.72,1829.3,993.3,1774.7,4638.8,1225.4,5189.4
599.16,1779.4,595.84,1836.4,986.15,1819.2,4636.2,1225.2,5269.3
591.53,1780.5,590.54,1843.1,1020.2,1871.9,4635.3,1232.8,5330.9
587.98,1782.8,598.64,1843.2,1078.1,1869.4,4642.8,1234.2,5363.9
587.68,1786.1,606.14,1847.8,1107.5,1931.3,4653.5,1236.9,5321.9
593.95,1783.5,615.15,1854.7,1107.8,1995,4660.9,1239.4,5294
599.8,1786.1,629.07,1858.8,1089.9,2021.6,4664.1,1252.2,5263.7
592.62,1789.3,637.68,1859.1,1082,2032.3,4670.8,1266.3,5283.9
585.41,1785.7,638.75,1860.5,1065.8,2023,4673.1,1280.3,5272.6
590.96,1784.7,652.89,1863.1,1066.2,2069.7,4674.8,1287.7,5273.4
585.48,1785.2,647.66,1866.7,1065.2,2081.1,4679.9,1293.3,5276.1
582.77,1786,637.51,1869.5,1041.6,2115.1,4685.4,1300.4,5275.4
583.42,1785.1,642.03,1870.3,1045.1,2104.2,4688,1307.7,5288.9
577.41,1786.4,636.26,1873.1,1035.1,2104.9,4691.9,1314.2,5287.9
573,1788,629,1878,1035,2118,4696,1329,5283
