24.851,25.277,24.98,24.59,24.715,24.652,23.6,26.705,26.56
24.606,25.328,24.896,24.622,24.474,24.722,23.635,26.571,26.088
24.731,25.362,24.87,24.784,24.626,24.772,23.692,26.774,26.002
24.833,25.45,24.883,24.925,24.576,24.83,23.667,26.799,25.877
25.352,25.5,25.04,24.999,24.621,24.745,23.731,26.8,25.553
25.616,25.734,25.06,25.122,24.698,24.809,23.768,26.769,25.543
25.702,25.947,25.094,25.117,24.809,24.77,23.782,26.718,25.577
25.917,26.095,25.199,25.345,25.212,24.697,23.769,26.674,25.711
26.005,25.827,25.037,25.236,25.218,24.853,23.642,26.302,25.702
25.563,26.043,24.798,25.299,25.192,25.152,23.738,26.178,25.757
26.025,25.822,25.195,25.381,25.34,25.515,24.603,25.683,25.717
26.371,25.615,25.314,25.331,25.346,25.592,24.608,25.431,25.599
25.471,25.844,25.842,25.293,25.68,25.708,24.604,25.559,25.273
24.869,25.932,26.183,25.017,25.76,25.695,24.592,25.87,24.833
25.419,26.018,26.597,25.429,25.907,25.937,24.646,25.684,25.168
25.31,25.907,26.594,25.807,26.14,25.805,24.672,25.571,25.175
25.04,26.053,26.754,26.042,26.129,25.638,24.658,25.754,25.336
24.214,25.841,26.969,26.294,26.027,25.918,24.622,26.056,25.396
23.993,26.266,26.993,26.498,26.034,25.915,24.556,26.054,25.471
23.625,26.039,27.112,25.726,26.025,25.801,24.45,25.892,25.263
24.697,25.808,27.678,26.069,26.387,25.582,24.353,26.244,26.203
27.116,25.597,28.209,25.623,26.209,24.724,24.135,25.996,26.534
27.109,25.393,27.611,26.605,28.562,24.459,23.848,25.776,26.545
27.049,25.105,26.485,26.322,28.964,23.59,23.491,25.385,26.989
26.886,24.728,25.882,26.137,29.073,22.802,23.062,25.057,27.601
26.583,24.266,25.611,25.946,29.45,22.124,22.568,24.602,27.355
26.409,23.732,25.294,25.697,29.41,21.698,22.016,24.265,27.284
25.953,23.147,24.929,25.4,29.306,20.713,21.423,23.89,29.343
25.074,22.537,24.534,25.075,28.841,29.823,20.803,23.49,30.07
24.601,21.932,24.13,24.739,28.189,29.756,20.178,23.077,30.845
22.1,19,22,23,31.001,31,16.58,20.516,31.11
22,19,22,23,31,31.04,16.485,20.438,32.084
22,19,22,23,31,31,16.397,20.364,32.079
22,19,22,23,31,31,16.319,20.297,32.072
22,19,22,23,31,31,16.25,20.238,32.062
22,19,22,23,31,31,16.192,20.186,32.053
22,19,22,23,31,31,16.144,20.142,32.043
22,19,22,23,31,31,16.106,20.107,32.034
22,19,22,23,31,31,16.076,20.078,32.026
22,19,22,23,31,31,16.053,20.056,32.019
22.054,19.049,22.045,23.033,31.015,31.017,16.003,20.018,32.022
22.03,19.027,22.026,23.018,31.008,31.009,16.002,20.013,32.016
22.016,19.014,22.014,23.01,31.004,43.001,16.001,20.008,32.011
22.009,19.007,22.007,23.005,31.002,43.001,16.001,20.005,32.007
22.004,19.004,22.004,23.003,31.001,43,16,20.003,32.005
22.002,19.002,22.002,23.001,31.001,43,16,20.002,32.003
22.001,19.001,22.001,23.001,31,43,16,20.001,32.002
22,19,22,23,31,43,16,20.001,32.001
22,19,22,23,31,43,16,20,32.001
22,19,22,23,31,43,16,20,32
22,19,22,23,31,43,16,20,32
22,19,22,23,31,43,16,20,32
