27.143,26.8,26.313,26.059,25.889,26.158,27,26.476,26.182
27.143,26.8,26.313,26.059,25.889,26.158,27,26.476,26.182
27.143,26.8,26.313,26.059,25.889,26.158,27,26.476,26.182
27.143,26.8,26.312,26.059,25.889,26.158,27,26.477,26.183
27.143,26.8,26.313,26.059,25.889,26.158,27,26.476,26.183
27.143,26.8,26.312,26.059,25.889,26.158,27,26.475,26.182
27.143,26.8,26.312,26.059,25.888,26.157,27.001,26.473,26.185
27.143,26.8,26.312,26.059,25.889,26.158,27,26.481,26.184
27.142,26.8,26.31,26.059,25.889,26.158,26.998,26.484,26.18
27.141,26.8,26.307,26.057,25.888,26.157,27.006,26.481,26.171
27.144,26.801,26.3,26.054,25.884,26.154,27.01,26.496,26.155
27.143,26.803,26.285,26.065,25.876,26.147,27.017,26.507,26.125
27.139,26.805,26.323,26.07,25.899,26.132,27.011,26.499,26.077
27.131,26.81,26.318,26.064,25.894,26.103,26.997,26.547,26.001
27.111,26.818,26.344,26.092,25.92,26.185,27.065,26.534,26.298
27.074,26.81,26.333,26.114,25.908,26.204,27.098,26.628,26.349
27.008,26.854,26.3,26.149,25.873,26.188,27.081,26.692,26.419
26.896,26.836,26.446,26.2,25.801,26.144,27.035,26.777,26.511
26.719,26.941,26.417,26.169,25.674,26.055,26.951,26.889,26.478
26.453,26.909,26.617,26.381,25.473,25.904,26.814,27.033,26.4
26.073,26.827,26.572,26.334,25.177,25.669,26.613,26.99,26.978
27.567,26.676,26.937,26.221,24.769,25.334,26.335,26.894,27.215
27.511,26.44,26.875,26.968,26.81,24.884,25.971,26.735,27.502
27.382,26.105,26.739,26.898,27.132,24.316,25.517,26.509,27.843
27.169,25.666,26.521,26.749,27.525,23.636,24.973,26.212,28.241
26.866,25.128,26.222,26.522,27.448,22.861,24.344,25.848,28.18
26.478,24.507,25.851,26.223,27.297,22.019,23.644,25.424,28.06
26.019,23.826,25.423,25.869,27.083,21.146,22.889,24.951,29.799
25.511,23.116,24.961,25.48,26.825,29.931,22.103,24.442,30.437
24.979,22.412,24.49,25.079,26.544,29.873,21.308,23.916,31.131
24.452,21.745,24.032,24.689,31.433,31.475,20.529,23.389,31.877
23.955,21.14,23.609,24.328,31.394,31.434,19.788,22.877,32.668
23.509,20.615,23.234,24.011,31.334,31.37,19.104,22.395,32.633
23.126,20.18,22.917,23.744,31.267,31.297,18.49,21.954,32.573
22.812,19.833,22.66,23.529,31.202,31.226,17.954,21.561,32.499
22.566,19.568,22.459,23.363,31.146,31.164,17.5,21.222,32.42
22.381,19.374,22.309,23.241,31.1,31.114,17.126,20.936,32.342
22.247,19.238,22.201,23.155,31.066,31.075,16.826,20.702,32.27
22.155,19.146,22.127,23.096,31.042,31.048,16.592,20.515,32.208
22.093,19.086,22.077,23.057,31.025,31.029,16.414,20.37,32.155
22.054,19.049,22.045,23.033,31.015,31.017,16.283,20.259,32.112
22.031,19.027,22.026,23.018,31.008,31.009,16.189,20.178,32.079
22.017,19.014,22.014,23.01,31.004,43.001,16.123,20.119,32.055
22.009,19.007,22.007,23.005,31.002,43.001,16.078,20.078,32.037
22.004,19.004,22.004,23.003,31.001,43,16.048,20.05,32.024
22.002,19.002,22.002,23.001,31.001,43,16.029,20.031,32.015
22.001,19.001,22.001,23.001,31,43,16.017,20.018,32.009
22,19,22,23,31,43,16.009,20.011,32.005
22,19,22,23,31,43,16.005,20.006,32.003
22,19,22,23,31,43,16.002,20.003,32.001
22,19,22,23,31,43,16.001,20.001,32.001
22,19,22,23,31,43,16,20,32
