163.64,106.27,87.639,165.88,87.986,185.35,965.95,98.964,143.59
94.029,69.003,90.492,100.69,69.349,119.23,613.13,83.055,222.99
43.771,65.384,55.924,96.937,50.827,60.192,185.65,60.754,155.59
20.79,40.75,43.715,47.934,40.134,24.693,110.06,62.593,141.49
28.26,29.777,57.724,93.58,28.753,23.35,130.6,36.959,293.28
37.255,39.934,32.988,72.67,20.748,24.904,154.61,26.546,108.8
30.474,53.44,22.136,67.759,16.534,21.203,350.66,25.631,199.69
32.857,136.07,18.086,138.93,15.235,44.452,216.58,29.864,118.89
31.363,243.76,15.612,72.749,12.534,48.089,165.33,112.16,52.35
18.535,119.01,13,79.591,11.217,51.603,193.87,82.614,51.008
38.429,134.85,11.924,66.114,10.038,37.428,257.99,235.43,51.01
43.399,221.41,12.171,71.875,9.0083,35.572,276.23,242.34,51.006
23.101,253.24,18.721,70.66,12.483,29.197,246.08,135.56,51.018
21.038,290.07,24.356,54.296,12.666,24.778,246.14,140.63,51.003
21.9,230.98,45.559,99.608,31.189,28.994,248.11,81.707,61.033
21.613,155.19,38.174,133,41.186,94.554,277.01,96.303,69.446
21.374,213.34,54.135,136.08,40.532,76.177,277,104.59,81.608
21,178.63,71.234,149.92,36.809,92.431,277,102.52,111.22
21,190.22,54.705,116.13,43.206,87.184,277,92.008,121.31
21,153.21,75.77,134.98,48.129,76.313,277,97.715,118.45
21,138.04,51.307,134.54,45.591,67.372,277,85.097,115.98
27.045,137,92.485,127.62,39.333,63.674,277,85.905,128.3
27.008,137,45.072,192.29,59.797,64.219,277,80.598,160.84
27.104,137,34.111,171.92,111.26,58.553,277,74.941,191.76
27.119,137,33.018,170,268.07,56.637,277,73.924,229.31
27.106,137,33.003,170,122.34,55.697,277,71.257,165.53
27.355,137,33.002,170,94.919,55.799,277,71.127,166.45
27.278,137,33.003,170,92.421,54.634,277,71.007,171.76
27.002,137,33.003,170,69.184,62.078,277,71,189.98
27.001,137,33.001,170,59.815,61.189,277,71,206.9
27,137,33.002,170,63.764,74.718,277,71,213.7
27.001,137,33,170,52.724,74.247,277,71,236.04
27.002,137,33.001,170,50.874,74.077,277,71,236.02
27.002,137,33.001,170,49.566,74.02,277,71,236
27.005,137,33.004,170,49.564,74.022,277,71,236
27.01,137,33.009,170,48.745,74.023,277,71,236
27.011,137,33.017,170,48.336,74.004,277,71,236
27.011,137,33.017,170,48.351,74,277,71,236
27.021,137,33.021,170,48.285,74,277,71,236
27.033,137,33.024,170,48.271,74,277,71,236
27.045,137,33.026,170,48.367,74,277,71,236
27.057,137,33.026,170,48.394,74,277,71,236
27.066,137,33.025,170,48.218,75,277,71,236
27.073,137,33.025,170,48.077,75,277,71,236
27.076,137,33.021,170,48.046,75,277,71,236
27.075,137,33.014,170,48.038,75,277,71,236
27.074,137,33.013,170,48.04,75,277,71,236
27.064,137,33.007,170,48.037,75,277,71,236
27.055,137,33.002,170,48.015,75,277,71,236
27.048,137,33.001,170,48.007,75,277,71,236
27.036,137,33,170,48,75,277,71,236
27,137,33,170,48,75,277,71,236
