1653,979.93,896.3,1625.5,911.59,1919.1,4698.5,1113.5,1501.7
1552.5,941.21,1192.1,1477.3,923.38,1827.7,4681.8,1117.5,2294.2
1278.3,947.58,983.19,1602.3,826.8,1454.5,3743.6,962.35,2361.1
1051.7,838.23,916.85,1351.6,777.48,1093,3388.4,1006.6,2546.1
1135.1,780.69,1085.8,1945.7,715.07,1130.4,3599.8,878.64,4138.1
1267.7,887.49,951.83,1956.1,666.88,1224.5,3790,811.06,3582.3
1170.6,1038.4,918.63,2097.6,640.12,1136.1,4583.8,812.7,4700
1190.4,1577.5,788.51,2935.6,588.34,1378.3,4190.9,815.64,4536.4
1223.9,2240.7,760.03,2516.6,542.58,1468.3,3520.6,1474.9,3680.6
1098.4,1913.5,670.77,2710.3,508.31,1551.6,3989.5,1381.3,3206.3
1319.7,2168.7,575.52,2570.6,512.55,1405.7,4406.3,2367.6,3155.9
1331.5,2784.4,576.08,2509.1,479.39,1391,4539.2,2570.2,2614.8
1071.9,3548.5,665.75,2407.2,511.04,1338.5,4227.7,2267.2,2136.3
911.32,4365.7,750.59,1952.3,520.27,1129.9,4387,2504.3,1749.7
956.22,4723.4,968.42,2706.4,655.56,1150.6,4476.6,1987,1958.9
959.12,4809.2,912.94,3303.9,773.15,1920.4,4659.6,2127.4,2151.6
890.48,5344.6,1071.4,3511.9,766.5,1741.6,4647.2,2251.7,2308
738.4,5169.4,1212.9,3221.2,711.48,1887.4,4656.4,2302.1,2550.3
712.29,5296.3,1076.4,3133.3,758.42,1866,4790.1,2176.2,2684.3
688.42,4502.5,1267.6,2927.9,801.33,1760.9,5332.6,2214.9,2585
628.39,3603.9,1126.1,3015.3,839.54,1695,5213.4,2040.1,2742.7
757.2,2962.1,1601.2,2845.9,770.73,1503.4,5126.3,1895.1,2943.5
749.86,2553.2,1062.1,3434.7,1004.5,1576.4,4995,1518.8,3097.9
791.87,2094,803.83,3127.8,1513.3,1428.1,5045.7,1484.1,3557
791.49,2058.5,676.15,2749.4,2513.4,1402.1,4848.6,1596.6,4039.9
782.85,2018.4,618.26,2455.3,1724.9,1386.3,4574,1411.3,3261
795.2,1986,616.46,2319.4,1535.8,1461.9,4682.4,1440.6,3589.7
772.37,1953.2,614.11,2252.6,1541.2,1428.7,4776,1365.8,3780.4
665.21,1929.6,636.37,2069.6,1311.6,1545.1,4751.2,1285.9,4028
649.88,1906.9,602.54,1968.2,1200.3,1549.4,4715.7,1270.2,4214.1
606.55,1873.9,628.5,1880.8,1293.4,1714.2,4742.7,1263.1,4171.5
574.79,1861.5,589.7,1846.2,1071.1,1729.4,4778.4,1252.9,4322
571.52,1828.7,609.33,1838.6,927.99,1743.2,4703,1256.2,4416.1
582.5,1821.9,592.37,1840.9,903.12,1662.5,4727.3,1241.6,4348.5
583.52,1804.5,586.35,1846.5,983.47,1732.8,4728.1,1241.9,4302.8
581.25,1796.2,577.78,1852.9,960.81,1802.5,4705.8,1259.8,4420.9
594.5,1786.1,568.97,1859,908.39,1789.4,4691.2,1274.9,4538.7
609.11,1793.1,594.07,1867.2,940.13,1802.3,4700,1276.6,4651.1
597.1,1806,592.4,1867.9,947.05,1839.7,4685.5,1267.7,4756.5
590.16,1803.9,588.42,1872.1,978.46,1901,4667.3,1269.8,4857.3
584.37,1808.9,594.01,1880.5,1042.1,1874.1,4676.1,1265.5,5081.5
583.71,1806.6,601.33,1878.3,1065.8,1938.8,4685.9,1258.7,5120.5
590.27,1800,610.44,1883.6,1071,1981.7,4692,1256.2,5145.8
596.42,1800.5,623.09,1883.2,1057.4,2000,4688.3,1269.7,5159.9
589.65,1802.1,633.2,1876.8,1054.8,2010.5,4691.2,1283.9,5289.8
582.55,1794.5,635.97,1872.9,1045.9,2008,4689.7,1297.7,5293.3
588.64,1791.7,652.77,1873,1050.4,2048.5,4688.3,1305.7,5297.6
584.26,1790.5,647.77,1875,1053.4,2064,4690.6,1309.1,5300.8
582.22,1790.7,638.03,1875.8,1037.1,2095.3,4694.3,1314,5296.3
583.07,1788.7,642.56,1874.7,1043.3,2090.9,4694.1,1316.6,5303.9
577.74,1788.8,636.47,1875.6,1035,2098.3,4695.1,1318.3,5300.1
573,1788.5,629,1878,1035,2118,4696,1329,5283
